Airline,Origin,Destination,Total_Delay,Latitude_OR,Longitude_OR,Latitude_DEST,Longitude_DEST
DL,ORF,DTW,-6.69,36.89459991455078,-76.20120239257812,42.212398529052734,-83.35340118408203
DL,OMA,DTW,-6.78,41.3032,-95.894096,42.212398529052734,-83.35340118408203
DL,BHM,DFW,-6.8,33.56290054,-86.75350189,32.896801,-97.038002
DL,BOI,SEA,-7.0,43.5644,-116.223,47.449001,-122.308998
DL,DTW,SAV,-7.2,42.212398529052734,-83.35340118408203,32.12760162,-81.20210266
DL,DSM,MSP,-7.39,41.534000396728516,-93.66310119628906,44.882,-93.221802
DL,SDF,LGA,-7.47,38.1744,-85.736,40.77719879,-73.87259674
DL,DTW,SMF,-7.62,42.212398529052734,-83.35340118408203,38.69540023803711,-121.59100341796875
DL,FLL,LAS,-7.8,26.072599,-80.152702,36.08010101,-115.1520004
DL,MHT,DTW,-7.8,42.932598,-71.435699,42.212398529052734,-83.35340118408203
DL,LAS,CVG,-7.89,36.08010101,-115.1520004,39.0488014221,-84.6678009033
DL,PIT,JFK,-8.02,40.49150085,-80.23290253,40.63980103,-73.77890015
DL,OKC,MSP,-8.06,35.39310073852539,-97.60070037841797,44.882,-93.221802
DL,MIA,SLC,-8.09,25.79319953918457,-80.29060363769531,40.78839874267578,-111.97799682617188
DL,LGB,SLC,-8.11,33.81769943,-118.1520004,40.78839874267578,-111.97799682617188
DL,OMA,LGA,-8.12,41.3032,-95.894096,40.77719879,-73.87259674
DL,LGA,ROC,-8.2,40.77719879,-73.87259674,43.118900299072266,-77.67240142822266
DL,DTW,BTV,-8.3,42.212398529052734,-83.35340118408203,44.471900939899996,-73.15329742429999
DL,DTW,SBN,-8.46,42.212398529052734,-83.35340118408203,41.70869827270508,-86.31729888916016
DL,HNL,LAS,-8.55,21.32062,-157.924228,36.08010101,-115.1520004
DL,IAD,SLC,-8.6,38.94449997,-77.45580292,40.78839874267578,-111.97799682617188
DL,BHM,DTW,-8.6,33.56290054,-86.75350189,42.212398529052734,-83.35340118408203
DL,SJU,MSP,-9.31,18.4393997192,-66.0018005371,44.882,-93.221802
DL,DFW,HSV,-9.4,32.896801,-97.038002,34.637199401855,-86.775100708008
DL,PIT,BOS,-9.6,40.49150085,-80.23290253,42.36429977,-71.00520325
DL,SAN,LAS,-9.7,32.7336006165,-117.190002441,36.08010101,-115.1520004
DL,HNL,DTW,-9.73,21.32062,-157.924228,42.212398529052734,-83.35340118408203
DL,ROC,JFK,-9.8,43.118900299072266,-77.67240142822266,40.63980103,-73.77890015
DL,CVG,PHX,-9.83,39.0488014221,-84.6678009033,33.43429946899414,-112.01200103759766
DL,DTW,CHS,-9.86,42.212398529052734,-83.35340118408203,32.89860153,-80.04049683
DL,MSN,LAX,-10.2,43.13990020751953,-89.3375015258789,33.94250107,-118.4079971
DL,GSO,LGA,-10.2,36.097801208496094,-79.93730163574219,40.77719879,-73.87259674
DL,CAE,LGA,-10.33,33.93880081176758,-81.11949920654297,40.77719879,-73.87259674
DL,BNA,BOS,-10.34,36.1245002746582,-86.6781997680664,42.36429977,-71.00520325
DL,PDX,ANC,-10.48,45.58869934,-122.5979996,61.174400329589844,-149.99600219726562
DL,GSP,LGA,-10.8,34.8956985474,-82.2189025879,40.77719879,-73.87259674
DL,LAS,HNL,-10.87,36.08010101,-115.1520004,21.32062,-157.924228
DL,MCO,BNA,-11.0,28.429399490356445,-81.30899810791016,36.1245002746582,-86.6781997680664
DL,SLC,MSN,-11.31,40.78839874267578,-111.97799682617188,43.13990020751953,-89.3375015258789
DL,CLE,LGA,-11.4,41.4117012024,-81.8498001099,40.77719879,-73.87259674
DL,CHS,DTW,-11.43,32.89860153,-80.04049683,42.212398529052734,-83.35340118408203
DL,GSO,DTW,-11.51,36.097801208496094,-79.93730163574219,42.212398529052734,-83.35340118408203
DL,XNA,CVG,-11.6,36.281898,-94.306801,39.0488014221,-84.6678009033
DL,GRB,MSY,-11.8,44.48509979248047,-88.12960052490234,29.99340057373047,-90.25800323486328
DL,SBN,MSP,-12.09,41.70869827270508,-86.31729888916016,44.882,-93.221802
DL,JFK,SJC,-12.27,40.63980103,-73.77890015,37.362598,-121.929001
DL,LAX,MSN,-12.4,33.94250107,-118.4079971,43.13990020751953,-89.3375015258789
DL,LGA,GSP,-12.6,40.77719879,-73.87259674,34.8956985474,-82.2189025879
DL,LAS,MCI,-12.77,36.08010101,-115.1520004,39.2976,-94.713898
DL,RDU,BNA,-12.8,35.877601623535156,-78.7874984741211,36.1245002746582,-86.6781997680664
DL,DFW,BHM,-12.8,32.896801,-97.038002,33.56290054,-86.75350189
DL,LGA,SBN,-12.8,40.77719879,-73.87259674,41.70869827270508,-86.31729888916016
